Player,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Kevin Westgarth,R,R,36.00,4.00,3.00,7.00,-2.00,64.00,0.19,4.00,7.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,16,7:02,20
Ian White,R,D,43.00,6.00,12.00,18.00,-3.00,18.00,0.42,4.00,11.00,2.00,7.00,0.00,0.00,0.00,0.00,77.00,7.8,21:06,--
Dennis Wideman,R,D,280.00,32.00,104.00,136.00,-33.00,126.00,0.49,16.00,83.00,16.00,51.00,0.00,2.00,1.00,4.00,531.00,6,22:45,0
Jason Wiemer,L,C,252.00,34.00,32.00,66.00,-41.00,567.00,0.26,27.00,53.00,7.00,13.00,0.00,0.00,1.00,7.00,348.00,9.8,13:18,46.1
Clarke Wilm,L,C,303.00,31.00,42.00,73.00,-7.00,250.00,0.24,20.00,58.00,5.00,9.00,6.00,6.00,0.00,0.00,343.00,9,13:17,47.8
Bert Wilson,L,L,50.00,5.00,7.00,12.00,-6.00,94.00,0.24,5.00,12.00,0.00,0.00,0.00,0.00,0.00,1.00,34.00,14.7,--,--
Carey Wilson,R,C,355.00,102.00,161.00,263.00,33.00,160.00,0.74,77.00,208.00,20.00,46.00,5.00,9.00,1.00,13.00,613.00,16.6,--,--
Clay Wilson,L,D,5.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0,13:15,--
Rik Wilson,R,D,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0,--,--
David Wolf,L,L,3.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,9:23,50
Kevin Wortman,R,D,5.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0,--,--
Tyler Wotherspoon,L,D,30.00,0.00,5.00,5.00,-8.00,4.00,0.17,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0,13:36,--
Jamie Wright,L,L,63.00,6.00,14.00,20.00,7.00,32.00,0.32,6.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,7.5,13:07,50
Trent Yawney,L,D,274.00,11.00,45.00,56.00,20.00,368.00,0.20,8.00,35.00,2.00,18.00,1.00,3.00,0.00,1.00,227.00,4.9,--,--
Alexander Yelesin,R,D,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0,12:30,--
Stephane Yelle,L,C,339.00,31.00,65.00,96.00,2.00,174.00,0.28,22.00,72.00,6.00,17.00,3.00,7.00,0.00,5.00,407.00,7.6,14:58,53.7
C.J. Young,R,R,28.00,3.00,2.00,5.00,-7.00,20.00,0.18,2.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,21.00,14.3,--,--
Zarley Zalapski,L,D,178.00,21.00,55.00,76.00,7.00,220.00,0.43,12.00,48.00,9.00,28.00,0.00,0.00,0.00,4.00,309.00,6.8,--,50
Richard Zemlak,R,C,5.00,0.00,1.00,1.00,-2.00,42.00,0.20,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0,--,--
Andrei Zyuzin,L,D,49.00,1.00,5.00,6.00,-2.00,30.00,0.12,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,2.8,13:49,--
