Player,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Robert Reichel,L,C,425,153,201,354,59,216,0.83,105,227,48,127,0,0,2,22,"1,140",13.4,--,--
David Reierson,R,D,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,--,--
Max Reinhart,L,C,23,1,4,5,-5,6,0.22,1,4,0,1,0,0,0,0,36,2.8,12:01,32.6
Paul Reinhart,L,D,517,109,336,445,28,203,0.86,54,232,53,208,2,5,1,12,985,11.1,--,--
Steve Reinprecht,L,C,96,17,41,58,11,28,0.6,9,33,8,25,0,0,0,2,140,12.1,15:51,47
Pat Ribble,L,D,31,0,1,1,-10,20,0.03,0,1,0,0,0,0,0,0,20,0,--,--
Tobias Rieder,L,C,55,4,6,10,-12,6,0.18,3,8,0,0,1,2,0,0,77,5.2,11:05,20.8
Zac Rinaldo,L,C,19,3,2,5,-1,34,0.26,3,5,0,0,0,0,0,2,19,15.8,8:16,--
Pierre Rioux,L,R,14,1,2,3,-3,4,0.21,1,3,0,0,0,0,0,0,9,11.1,--,--
Doug Risebrough,--,C,247,68,101,169,54,583,0.68,60,157,3,5,5,7,1,9,448,15.2,--,--
Byron Ritchie,L,C,109,12,8,20,1,137,0.18,11,18,0,0,1,2,0,0,80,15,9:49,51.3
Gary Roberts,L,L,585,257,248,505,225,"1,736",0.86,199,400,51,96,7,9,3,27,"1,254",20.5,--,--
Buddy Robinson,R,R,5,1,0,1,0,7,0.2,1,1,0,0,0,0,0,0,6,16.7,12:14,--
Dave Roche,L,L,38,3,3,6,-2,49,0.16,2,5,1,1,0,0,0,2,33,9.1,7:19,--
Darcy Rota,L,L,44,10,8,18,3,49,0.41,10,18,0,0,0,0,0,1,70,14.3,--,--
Andre Roy,L,R,44,3,0,3,-1,83,0.07,3,3,0,0,0,0,0,1,26,11.5,5:29,100
Kris Russell,L,D,198,15,63,78,3,40,0.39,8,49,7,28,0,1,2,2,276,5.4,23:23,0
Phil Russell,R,D,309,28,97,125,37,441,0.4,24,107,2,11,2,7,0,4,442,6.3,--,--
Derek Ryan,R,C,149,23,44,67,30,34,0.45,19,50,3,11,1,6,0,1,205,11.2,14:09,55.3
Kerby Rychel,L,L,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,9:11,0
Ken Sabourin,L,D,27,1,4,5,13,72,0.19,1,5,0,0,0,0,0,0,14,7.1,--,--
Oleg Saprykin,L,L,187,29,47,76,4,132,0.41,22,57,7,19,0,0,0,1,373,7.8,12:43,25
Yves Sarault,L,L,11,2,1,3,-2,4,0.27,2,3,0,0,0,0,0,1,12,16.7,--,--
Cory Sarich,R,D,379,10,49,59,22,462,0.16,10,53,0,2,0,4,0,2,285,3.5,17:17,0
Marc Savard,L,C,221,60,94,154,-35,158,0.7,38,100,21,52,1,2,3,11,542,11.1,17:37,52.1
Brad Schlegel,R,D,26,1,6,7,-4,4,0.27,1,6,0,1,0,0,0,0,24,4.2,--,--
David Schlemko,L,D,19,0,0,0,6,8,0,0,0,0,0,0,0,0,0,15,0,12:39,--
Paxton Schulte,L,L,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,--,--
Darrel Scoville,L,D,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,9:18,--
Devin Setoguchi,R,R,12,0,0,0,-7,4,0,0,0,0,0,0,0,0,0,12,0,12:09,50
Dave Shand,L,D,74,3,7,10,1,104,0.14,3,10,0,0,0,0,0,1,47,6.4,--,--
Darryl Shannon,L,D,27,1,8,9,-13,22,0.33,1,5,0,4,0,0,0,0,46,2.2,23:33,--
Jeff Shantz,R,C,256,33,53,86,-8,151,0.34,23,66,9,18,1,2,2,4,314,10.5,15:49,51
Neil Sheehy,R,D,222,13,34,47,25,725,0.21,12,45,1,1,0,1,0,0,193,6.7,--,--
Hunter Shinkaruk,L,C,14,2,2,4,-7,4,0.29,1,2,1,2,0,0,0,0,17,11.8,13:10,0
Drew Shore,R,C,13,1,3,4,-5,2,0.31,1,4,0,0,0,0,0,0,16,6.3,11:11,47.8
Nicholas Shore,R,C,9,1,2,3,0,4,0.33,1,2,0,1,0,0,0,0,16,6.3,15:08,44.8
Patrick Sieloff,L,D,1,1,0,1,1,2,1,1,1,0,0,0,0,0,1,1,100,17:59,--
Martin Simard,R,R,37,1,5,6,-4,172,0.16,0,5,1,1,0,0,0,0,18,5.6,--,--
Chris Simon,L,L,85,11,16,27,1,119,0.32,8,21,3,6,0,0,0,3,107,10.3,11:23,52.6
Todd Simpson,L,D,214,4,26,30,-6,500,0.14,4,28,0,0,0,2,0,1,191,2.1,--,33.3
Fredrik Sjostrom,L,L,46,1,5,6,2,8,0.13,1,6,0,0,0,0,0,0,33,3,9:31,0
Jarrod Skalde,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--
Brian Skrudland,L,C,16,2,4,6,3,10,0.38,2,5,0,0,0,1,0,0,22,9.1,--,--
Blake Sloan,R,R,74,2,10,12,-4,32,0.16,2,12,0,0,0,0,0,0,63,3.2,12:16,12.1
Ladislav Smid,L,D,109,1,6,7,-23,81,0.06,1,7,0,0,0,0,0,0,67,1.5,15:40,--
Brad Smith,R,R,49,7,4,11,-7,69,0.22,6,10,1,1,0,0,0,1,51,13.7,--,--
Derek Smith,L,D,83,2,11,13,-16,24,0.16,2,9,0,4,0,0,0,1,74,2.7,13:53,66.7
Mark Smith,L,C,54,1,3,4,-6,59,0.07,1,4,0,0,0,0,0,0,27,3.7,5:56,54.4
Steve Smith,L,D,102,1,20,21,-12,139,0.21,1,19,0,2,0,0,0,0,55,1.8,21:39,--
Greg Smyth,R,D,42,2,3,5,9,110,0.12,1,4,1,1,0,0,0,0,24,8.3,--,--
Martin Sonnenberg,L,L,5,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,7,0,8:51,80
Lee Sorochan,L,D,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,5,0,11:42,--
Martin St. Louis,L,R,69,4,16,20,-7,32,0.29,4,18,0,1,0,1,0,1,87,4.6,13:29,0
Steve Staios,R,D,57,4,9,13,-2,40,0.23,2,10,1,2,1,1,0,0,39,10.3,15:53,100
Matt Stajan,L,C,558,59,131,190,-1,279,0.34,55,172,0,6,4,12,2,10,533,11.1,13:57,49.6
Lee Stempniak,R,R,160,31,52,83,-21,56,0.52,23,59,6,15,2,9,0,4,387,8,17:45,24.7
Ronnie Stern,R,R,396,59,66,125,12,"1,288",0.32,55,118,1,2,3,5,1,7,529,11.2,--,--
Chris Stewart,R,R,7,1,2,3,-4,0,0.43,1,3,0,0,0,0,0,0,9,11.1,10:55,25
Tony Stiles,--,D,30,2,7,9,14,20,0.3,2,8,0,0,0,1,0,0,19,10.5,--,--
Cory Stillman,L,L,393,109,126,235,-27,192,0.6,64,141,37,85,8,9,2,16,811,13.4,--,47.4
Michael Stone,R,D,148,7,21,28,-11,74,0.19,7,27,0,1,0,0,0,0,191,3.7,16:51,--
Ben Street,L,C,19,0,2,2,-3,4,0.11,0,1,0,0,0,1,0,0,30,0,11:33,46.3
David Struch,L,C,4,0,0,0,-2,4,0,0,0,0,0,0,0,0,0,3,0,--,--
Brad Stuart,L,D,27,0,5,5,12,18,0.19,0,5,0,0,0,0,0,0,35,0,22:48,--
Mike Sullivan,L,C,205,20,28,48,-17,54,0.23,16,41,0,0,4,7,0,5,228,8.8,--,--
Niklas Sundblad,R,R,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,--,--
Gary Suter,L,D,617,128,436,564,93,872,0.91,71,245,54,310,3,9,0,12,"1,739",7.4,--,--
Brett Sutter,L,L,18,1,1,2,-4,12,0.11,1,1,0,0,0,1,0,0,18,5.6,9:25,44.8
Ron Sutter,R,C,21,1,3,4,4,12,0.19,1,4,0,0,0,0,0,0,16,6.3,11:49,53.8
Bob Sweeney,R,C,6,1,1,2,3,6,0.33,1,2,0,0,0,0,0,0,8,12.5,--,--
Tim Sweeney,L,R,53,8,11,19,1,12,0.36,8,15,0,1,0,3,1,5,56,14.3,--,--
Steve Tambellini,L,C,120,34,20,54,-1,20,0.45,30,50,2,2,2,2,0,4,202,16.8,--,--
Alex Tanguay,L,L,342,86,198,284,17,166,0.83,68,198,14,80,4,6,1,9,476,18.1,18:51,37.9
Rocky Thompson,R,D,15,0,0,0,0,86,0,0,0,0,0,0,0,0,0,3,0,4:18,--
German Titov,L,C,345,107,121,228,22,142,0.66,57,137,42,76,8,15,2,13,780,13.7,--,37.9
Matthew Tkachuk,L,L,293,94,141,235,22,302,0.8,65,162,29,73,0,0,2,10,725,13,16:55,36.8
Daniel Tkaczuk,L,C,19,4,7,11,1,14,0.58,3,9,1,2,0,0,0,0,34,11.8,12:14,43.2
John Tonelli,L,L,161,40,76,116,7,166,0.72,23,79,17,37,0,0,0,5,298,13.4,--,--
Pavel Torgaev,L,C,50,6,12,18,2,18,0.36,6,17,0,1,0,0,0,0,62,9.7,--,56
Randy Turnbull,R,D,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,--,--,--
Garry Unger,L,C,79,17,16,33,2,39,0.42,16,29,1,4,0,0,0,3,170,10,--,--
Eric Vail,L,L,147,60,62,122,12,45,0.83,41,89,19,32,0,1,0,9,365,16.4,--,--
Juuso Valimaki,L,D,24,1,2,3,-2,12,0.13,1,3,0,0,0,0,0,1,28,3.6,15:29,--
Bryce Van Brabant,L,L,6,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,4,0,9:10,--
David Van Der Gulik,L,L,6,0,2,2,-1,0,0.33,0,2,0,0,0,0,0,0,11,0,8:29,0
Jim Vandermeer,L,D,66,1,8,9,5,147,0.14,1,8,0,0,0,1,0,0,54,1.9,17:12,--
Sergei Varlamov,L,L,8,3,0,3,0,0,0.38,3,3,0,0,0,0,0,1,11,27.3,9:35,0
Kris Versteeg,R,R,93,18,27,45,-11,52,0.48,9,24,9,21,0,0,0,2,185,9.7,14:20,55
Linden Vey,R,R,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,11:01,37.5
Vesa Viitakoski,L,L,23,2,4,6,-2,8,0.26,0,2,2,4,0,0,0,0,28,7.1,--,--
Mickey Volcan,R,D,19,1,4,5,-1,18,0.26,1,5,0,0,0,0,0,1,13,7.7,--,--
Howard Walker,L,D,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,--,--
Wes Walz,R,C,92,17,39,56,27,27,0.61,12,42,5,14,0,0,0,1,152,11.2,--,--
Gordon Wappel,L,D,20,1,1,2,-3,10,0.1,1,2,0,0,0,0,0,0,12,8.3,--,--
Ed Ward,R,R,215,16,24,40,-12,284,0.19,16,40,0,0,0,0,0,1,175,9.1,--,22.2
Rhett Warrener,R,D,231,11,26,37,19,239,0.16,7,26,1,3,3,8,1,2,168,6.6,18:05,0
Brad Werenka,L,D,45,2,5,7,-5,37,0.16,2,5,0,2,0,0,0,0,43,4.7,19:47,--
Kevin Westgarth,R,R,36,4,3,7,-2,64,0.19,4,7,0,0,0,0,0,1,25,16,7:02,20
Ian White,R,D,43,6,12,18,-3,18,0.42,4,11,2,7,0,0,0,0,77,7.8,21:06,--
Dennis Wideman,R,D,280,32,104,136,-33,126,0.49,16,83,16,51,0,2,1,4,531,6,22:45,0
Jason Wiemer,L,C,252,34,32,66,-41,567,0.26,27,53,7,13,0,0,1,7,348,9.8,13:18,46.1
Clarke Wilm,L,C,303,31,42,73,-7,250,0.24,20,58,5,9,6,6,0,0,343,9,13:17,47.8
Bert Wilson,L,L,50,5,7,12,-6,94,0.24,5,12,0,0,0,0,0,1,34,14.7,--,--
Carey Wilson,R,C,355,102,161,263,33,160,0.74,77,208,20,46,5,9,1,13,613,16.6,--,--
Clay Wilson,L,D,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,13:15,--
Rik Wilson,R,D,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,--,--
David Wolf,L,L,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,9:23,50
Kevin Wortman,R,D,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,--,--
Tyler Wotherspoon,L,D,30,0,5,5,-8,4,0.17,0,5,0,0,0,0,0,0,17,0,13:36,--
Jamie Wright,L,L,63,6,14,20,7,32,0.32,6,20,0,0,0,0,0,0,80,7.5,13:07,50
Trent Yawney,L,D,274,11,45,56,20,368,0.2,8,35,2,18,1,3,0,1,227,4.9,--,--
Alexander Yelesin,R,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12:30,--
Stephane Yelle,L,C,339,31,65,96,2,174,0.28,22,72,6,17,3,7,0,5,407,7.6,14:58,53.7
C.J. Young,R,R,28,3,2,5,-7,20,0.18,2,4,1,1,0,0,0,0,21,14.3,--,--
Zarley Zalapski,L,D,178,21,55,76,7,220,0.43,12,48,9,28,0,0,0,4,309,6.8,--,50
Richard Zemlak,R,C,5,0,1,1,-2,42,0.2,0,1,0,0,0,0,0,0,4,0,--,--
Andrei Zyuzin,L,D,49,1,5,6,-2,30,0.12,1,6,0,0,0,0,0,0,36,2.8,13:49,--
